Abbreviation,Description,Reaction,GPR,Genes,Proteins,Subsystem,Reversible,Lower bound,Upper bound,Objective,Confidence Score,EC Number,Notes,References
2.4.1.111-RXN_Light_c_M2,2.4.1.111-RXN_Light_c,CONIFERYL-ALCOHOL_Light_c_M2 + UDP-GLUCOSE_Light_c_M2 --> CPD-1777_Light_c_M2 + UDP_Light_c_M2,,,,,0,0,1000,0,,,,
2.4.1.123-RXN_Dark_c_M1,2.4.1.123-RXN_Dark_c,MYO-INOSITOL_Dark_c_M1 + UDP-GALACTOSE_Dark_c_M1 --> CPD-458_Dark_c_M1 + UDP_Dark_c_M1,,,,,0,0,1000,0,,,,
2.4.1.123-RXN_Dark_c_M2,2.4.1.123-RXN_Dark_c,MYO-INOSITOL_Dark_c_M2 + UDP-GALACTOSE_Dark_c_M2 --> CPD-458_Dark_c_M2 + UDP_Dark_c_M2,,,,,0,0,1000,0,,,,
2.4.1.123-RXN_Light_c_M1,2.4.1.123-RXN_Light_c,MYO-INOSITOL_Light_c_M1 + UDP-GALACTOSE_Light_c_M1 --> CPD-458_Light_c_M1 + UDP_Light_c_M1,,,,,0,0,1000,0,,,,
2.4.1.123-RXN_Light_c_M2,2.4.1.123-RXN_Light_c,MYO-INOSITOL_Light_c_M2 + UDP-GALACTOSE_Light_c_M2 --> CPD-458_Light_c_M2 + UDP_Light_c_M2,,,,,0,0,1000,0,,,,
2.4.1.67-RXN_Dark_c_M1,2.4.1.67-RXN_Dark_c,CPD-1099_Dark_c_M1 + CPD-458_Dark_c_M1 --> CPD-170_Dark_c_M1 + MYO-INOSITOL_Dark_c_M1,,,,,0,0,1000,0,,,,
2.4.1.67-RXN_Dark_c_M2,2.4.1.67-RXN_Dark_c,CPD-1099_Dark_c_M2 + CPD-458_Dark_c_M2 --> CPD-170_Dark_c_M2 + MYO-INOSITOL_Dark_c_M2,,,,,0,0,1000,0,,,,
2.4.1.67-RXN_Light_c_M1,2.4.1.67-RXN_Light_c,CPD-1099_Light_c_M1 + CPD-458_Light_c_M1 --> CPD-170_Light_c_M1 + MYO-INOSITOL_Light_c_M1,,,,,0,0,1000,0,,,,
2.4.1.67-RXN_Light_c_M2,2.4.1.67-RXN_Light_c,CPD-1099_Light_c_M2 + CPD-458_Light_c_M2 --> CPD-170_Light_c_M2 + MYO-INOSITOL_Light_c_M2,,,,,0,0,1000,0,,,,
2.4.1.82-RXN_Dark_c_M1,2.4.1.82-RXN_Dark_c,CPD-458_Dark_c_M1 + SUCROSE_Dark_c_M1 --> CPD-1099_Dark_c_M1 + MYO-INOSITOL_Dark_c_M1,,,,,0,0,1000,0,,,,
2.4.1.82-RXN_Dark_c_M2,2.4.1.82-RXN_Dark_c,CPD-458_Dark_c_M2 + SUCROSE_Dark_c_M2 --> CPD-1099_Dark_c_M2 + MYO-INOSITOL_Dark_c_M2,,,,,0,0,1000,0,,,,
2.4.1.82-RXN_Light_c_M1,2.4.1.82-RXN_Light_c,CPD-458_Light_c_M1 + SUCROSE_Light_c_M1 --> CPD-1099_Light_c_M1 + MYO-INOSITOL_Light_c_M1,,,,,0,0,1000,0,,,,
2.4.1.82-RXN_Light_c_M2,2.4.1.82-RXN_Light_c,CPD-458_Light_c_M2 + SUCROSE_Light_c_M2 --> CPD-1099_Light_c_M2 + MYO-INOSITOL_Light_c_M2,,,,,0,0,1000,0,,,,
2.5.1.19-RXN_Dark_p_M1,2.5.1.19-RXN_Dark_p,PHOSPHO-ENOL-PYRUVATE_Dark_p_M1 + SHIKIMATE-5P_Dark_p_M1 --> 3-ENOLPYRUVYL-SHIKIMATE-5P_Dark_p_M1 + Pi_Dark_p_M1,,,,,0,0,1000,0,,,,
2.5.1.19-RXN_Dark_p_M2,2.5.1.19-RXN_Dark_p,PHOSPHO-ENOL-PYRUVATE_Dark_p_M2 + SHIKIMATE-5P_Dark_p_M2 --> 3-ENOLPYRUVYL-SHIKIMATE-5P_Dark_p_M2 + Pi_Dark_p_M2,,,,,0,0,1000,0,,,,
2.5.1.19-RXN_Light_p_M1,2.5.1.19-RXN_Light_p,PHOSPHO-ENOL-PYRUVATE_Light_p_M1 + SHIKIMATE-5P_Light_p_M1 --> 3-ENOLPYRUVYL-SHIKIMATE-5P_Light_p_M1 + Pi_Light_p_M1,,,,,0,0,1000,0,,,,
2.5.1.19-RXN_Light_p_M2,2.5.1.19-RXN_Light_p,PHOSPHO-ENOL-PYRUVATE_Light_p_M2 + SHIKIMATE-5P_Light_p_M2 --> 3-ENOLPYRUVYL-SHIKIMATE-5P_Light_p_M2 + Pi_Light_p_M2,,,,,0,0,1000,0,,,,
2.7.1.134-RXN_Dark_c_M1,2.7.1.134-RXN_Dark_c,ATP_Dark_c_M1 + CPD-178_Dark_c_M1 --> ADP_Dark_c_M1 + CPD-1107_Dark_c_M1,,,,,0,0,1000,0,,,,
2.7.1.134-RXN_Dark_c_M2,2.7.1.134-RXN_Dark_c,ATP_Dark_c_M2 + CPD-178_Dark_c_M2 --> ADP_Dark_c_M2 + CPD-1107_Dark_c_M2,,,,,0,0,1000,0,,,,
2.7.1.134-RXN_Light_c_M1,2.7.1.134-RXN_Light_c,ATP_Light_c_M1 + CPD-178_Light_c_M1 --> ADP_Light_c_M1 + CPD-1107_Light_c_M1,,,,,0,0,1000,0,,,,
2.7.1.134-RXN_Light_c_M2,2.7.1.134-RXN_Light_c,ATP_Light_c_M2 + CPD-178_Light_c_M2 --> ADP_Light_c_M2 + CPD-1107_Light_c_M2,,,,,0,0,1000,0,,,,
2.7.1.139-RXN_Dark_c_M1,2.7.1.139-RXN_Dark_c,ATP_Dark_c_M1 + INOSITOL-1-3-4-TRIPHOSPHATE_Dark_c_M1 --> ADP_Dark_c_M1 + CPD-506_Dark_c_M1,,,,,0,0,1000,0,,,,
2.7.1.139-RXN_Dark_c_M2,2.7.1.139-RXN_Dark_c,ATP_Dark_c_M2 + INOSITOL-1-3-4-TRIPHOSPHATE_Dark_c_M2 --> ADP_Dark_c_M2 + CPD-506_Dark_c_M2,,,,,0,0,1000,0,,,,
2.7.1.139-RXN_Light_c_M1,2.7.1.139-RXN_Light_c,ATP_Light_c_M1 + INOSITOL-1-3-4-TRIPHOSPHATE_Light_c_M1 --> ADP_Light_c_M1 + CPD-506_Light_c_M1,,,,,0,0,1000,0,,,,
2.7.1.139-RXN_Light_c_M2,2.7.1.139-RXN_Light_c,ATP_Light_c_M2 + INOSITOL-1-3-4-TRIPHOSPHATE_Light_c_M2 --> ADP_Light_c_M2 + CPD-506_Light_c_M2,,,,,0,0,1000,0,,,,
2.7.1.148-RXN_Dark_p_M1,2.7.1.148-RXN_Dark_p,4-CYTIDINE-5-DIPHOSPHO-2-C_Dark_p_M1 + ATP_Dark_p_M1 --> 2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET_Dark_p_M1 + ADP_Dark_p_M1,,,,,0,0,1000,0,,,,
2.7.1.148-RXN_Dark_p_M2,2.7.1.148-RXN_Dark_p,4-CYTIDINE-5-DIPHOSPHO-2-C_Dark_p_M2 + ATP_Dark_p_M2 --> 2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET_Dark_p_M2 + ADP_Dark_p_M2,,,,,0,0,1000,0,,,,
2.7.1.148-RXN_Light_p_M1,2.7.1.148-RXN_Light_p,4-CYTIDINE-5-DIPHOSPHO-2-C_Light_p_M1 + ATP_Light_p_M1 --> 2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET_Light_p_M1 + ADP_Light_p_M1,,,,,0,0,1000,0,,,,
2.7.1.148-RXN_Light_p_M2,2.7.1.148-RXN_Light_p,4-CYTIDINE-5-DIPHOSPHO-2-C_Light_p_M2 + ATP_Light_p_M2 --> 2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET_Light_p_M2 + ADP_Light_p_M2,,,,,0,0,1000,0,,,,
2.7.1.90-RXN_Dark_c_M1,2.7.1.90-RXN_Dark_c,FRUCTOSE-6P_Dark_c_M1 + PPI_Dark_c_M1 <=> FRUCTOSE-16-DIPHOSPHATE_Dark_c_M1 + Pi_Dark_c_M1,,,,,1,-1000,1000,0,,,,
2.7.1.90-RXN_Dark_c_M2,2.7.1.90-RXN_Dark_c,FRUCTOSE-6P_Dark_c_M2 + PPI_Dark_c_M2 <=> FRUCTOSE-16-DIPHOSPHATE_Dark_c_M2 + Pi_Dark_c_M2,,,,,1,-1000,1000,0,,,,
2.7.1.90-RXN_Light_c_M1,2.7.1.90-RXN_Light_c,FRUCTOSE-6P_Light_c_M1 + PPI_Light_c_M1 <=> FRUCTOSE-16-DIPHOSPHATE_Light_c_M1 + Pi_Light_c_M1,,,,,1,-1000,1000,0,,,,
2.7.1.90-RXN_Light_c_M2,2.7.1.90-RXN_Light_c,FRUCTOSE-6P_Light_c_M2 + PPI_Light_c_M2 <=> FRUCTOSE-16-DIPHOSPHATE_Light_c_M2 + Pi_Light_c_M2,,,,,1,-1000,1000,0,,,,
2.7.7.1-RXN_Dark_c_M1,2.7.7.1-RXN_Dark_c,ATP_Dark_c_M1 + NICOTINAMIDE_NUCLEOTIDE_Dark_c_M1 --> NAD_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
2.7.7.1-RXN_Dark_c_M2,2.7.7.1-RXN_Dark_c,ATP_Dark_c_M2 + NICOTINAMIDE_NUCLEOTIDE_Dark_c_M2 --> NAD_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
2.7.7.1-RXN_Light_c_M1,2.7.7.1-RXN_Light_c,ATP_Light_c_M1 + NICOTINAMIDE_NUCLEOTIDE_Light_c_M1 --> NAD_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
2.7.7.1-RXN_Light_c_M2,2.7.7.1-RXN_Light_c,ATP_Light_c_M2 + NICOTINAMIDE_NUCLEOTIDE_Light_c_M2 --> NAD_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
2.7.7.13-RXN_Dark_c_M1,2.7.7.13-RXN_Dark_c,GTP_Dark_c_M1 + MANNOSE-1P_Dark_c_M1 --> GDP-MANNOSE_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
2.7.7.13-RXN_Dark_c_M2,2.7.7.13-RXN_Dark_c,GTP_Dark_c_M2 + MANNOSE-1P_Dark_c_M2 --> GDP-MANNOSE_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
2.7.7.13-RXN_Light_c_M1,2.7.7.13-RXN_Light_c,GTP_Light_c_M1 + MANNOSE-1P_Light_c_M1 --> GDP-MANNOSE_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
2.7.7.13-RXN_Light_c_M2,2.7.7.13-RXN_Light_c,GTP_Light_c_M2 + MANNOSE-1P_Light_c_M2 --> GDP-MANNOSE_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
2.7.7.15-RXN_Dark_c_M1,2.7.7.15-RXN_Dark_c,CTP_Dark_c_M1 + PHOSPHORYL-CHOLINE_Dark_c_M1 --> CDP-CHOLINE_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
2.7.7.15-RXN_Dark_c_M2,2.7.7.15-RXN_Dark_c,CTP_Dark_c_M2 + PHOSPHORYL-CHOLINE_Dark_c_M2 --> CDP-CHOLINE_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
2.7.7.15-RXN_Light_c_M1,2.7.7.15-RXN_Light_c,CTP_Light_c_M1 + PHOSPHORYL-CHOLINE_Light_c_M1 --> CDP-CHOLINE_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
2.7.7.15-RXN_Light_c_M2,2.7.7.15-RXN_Light_c,CTP_Light_c_M2 + PHOSPHORYL-CHOLINE_Light_c_M2 --> CDP-CHOLINE_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
2.7.7.34-RXN_Dark_c_M1,2.7.7.34-RXN_Dark_c,GLC-1-P_Dark_c_M1 + GTP_Dark_c_M1 --> GDP-D-GLUCOSE_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
2.7.7.34-RXN_Dark_c_M2,2.7.7.34-RXN_Dark_c,GLC-1-P_Dark_c_M2 + GTP_Dark_c_M2 --> GDP-D-GLUCOSE_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
2.7.7.34-RXN_Light_c_M1,2.7.7.34-RXN_Light_c,GLC-1-P_Light_c_M1 + GTP_Light_c_M1 --> GDP-D-GLUCOSE_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
2.7.7.34-RXN_Light_c_M2,2.7.7.34-RXN_Light_c,GLC-1-P_Light_c_M2 + GTP_Light_c_M2 --> GDP-D-GLUCOSE_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
2.7.7.35-RXN_Dark_c_M1,2.7.7.35-RXN_Dark_c,ADP_Dark_c_M1 + RIBOSE-5P_Dark_c_M1 --> ADENOSINE_DIPHOSPHATE_RIBOSE_Dark_c_M1 + Pi_Dark_c_M1,,,,,0,0,1000,0,,,,
2.7.7.35-RXN_Dark_c_M2,2.7.7.35-RXN_Dark_c,ADP_Dark_c_M2 + RIBOSE-5P_Dark_c_M2 --> ADENOSINE_DIPHOSPHATE_RIBOSE_Dark_c_M2 + Pi_Dark_c_M2,,,,,0,0,1000,0,,,,
2.7.7.35-RXN_Light_c_M1,2.7.7.35-RXN_Light_c,ADP_Light_c_M1 + RIBOSE-5P_Light_c_M1 --> ADENOSINE_DIPHOSPHATE_RIBOSE_Light_c_M1 + Pi_Light_c_M1,,,,,0,0,1000,0,,,,
2.7.7.35-RXN_Light_c_M2,2.7.7.35-RXN_Light_c,ADP_Light_c_M2 + RIBOSE-5P_Light_c_M2 --> ADENOSINE_DIPHOSPHATE_RIBOSE_Light_c_M2 + Pi_Light_c_M2,,,,,0,0,1000,0,,,,
2.7.7.44-RXN_Dark_c_M1,2.7.7.44-RXN_Dark_c,CPD-510_Dark_c_M1 + UTP_Dark_c_M1 <=> PPI_Dark_c_M1 + UDP-GLUCURONATE_Dark_c_M1,,,,,1,-1000,1000,0,,,,
2.7.7.44-RXN_Dark_c_M2,2.7.7.44-RXN_Dark_c,CPD-510_Dark_c_M2 + UTP_Dark_c_M2 <=> PPI_Dark_c_M2 + UDP-GLUCURONATE_Dark_c_M2,,,,,1,-1000,1000,0,,,,
2.7.7.44-RXN_Light_c_M1,2.7.7.44-RXN_Light_c,CPD-510_Light_c_M1 + UTP_Light_c_M1 <=> PPI_Light_c_M1 + UDP-GLUCURONATE_Light_c_M1,,,,,1,-1000,1000,0,,,,
2.7.7.44-RXN_Light_c_M2,2.7.7.44-RXN_Light_c,CPD-510_Light_c_M2 + UTP_Light_c_M2 <=> PPI_Light_c_M2 + UDP-GLUCURONATE_Light_c_M2,,,,,1,-1000,1000,0,,,,
2.7.7.60-RXN_Dark_p_M1,2.7.7.60-RXN_Dark_p,2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE_Dark_p_M1 + CTP_Dark_p_M1 --> 4-CYTIDINE-5-DIPHOSPHO-2-C_Dark_p_M1 + PPI_Dark_p_M1,,,,,0,0,1000,0,,,,
2.7.7.60-RXN_Dark_p_M2,2.7.7.60-RXN_Dark_p,2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE_Dark_p_M2 + CTP_Dark_p_M2 --> 4-CYTIDINE-5-DIPHOSPHO-2-C_Dark_p_M2 + PPI_Dark_p_M2,,,,,0,0,1000,0,,,,
2.7.7.60-RXN_Light_p_M1,2.7.7.60-RXN_Light_p,2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE_Light_p_M1 + CTP_Light_p_M1 --> 4-CYTIDINE-5-DIPHOSPHO-2-C_Light_p_M1 + PPI_Light_p_M1,,,,,0,0,1000,0,,,,
2.7.7.60-RXN_Light_p_M2,2.7.7.60-RXN_Light_p,2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE_Light_p_M2 + CTP_Light_p_M2 --> 4-CYTIDINE-5-DIPHOSPHO-2-C_Light_p_M2 + PPI_Light_p_M2,,,,,0,0,1000,0,,,,
2KG_ACONITATE_Dark_mc_M1,2KG_ACONITATE_Dark_mc,2-KETOGLUTARATE_Dark_m_M1 + CIS-ACONITATE_Dark_c_M1 <=> 2-KETOGLUTARATE_Dark_c_M1 + CIS-ACONITATE_Dark_m_M1,,,,,1,-1000,1000,0,,,,
2KG_ACONITATE_Dark_mc_M2,2KG_ACONITATE_Dark_mc,2-KETOGLUTARATE_Dark_m_M2 + CIS-ACONITATE_Dark_c_M2 <=> 2-KETOGLUTARATE_Dark_c_M2 + CIS-ACONITATE_Dark_m_M2,,,,,1,-1000,1000,0,,,,
2KG_ACONITATE_Light_mc_M1,2KG_ACONITATE_Light_mc,2-KETOGLUTARATE_Light_m_M1 + CIS-ACONITATE_Light_c_M1 <=> 2-KETOGLUTARATE_Light_c_M1 + CIS-ACONITATE_Light_m_M1,,,,,1,-1000,1000,0,,,,
2KG_ACONITATE_Light_mc_M2,2KG_ACONITATE_Light_mc,2-KETOGLUTARATE_Light_m_M2 + CIS-ACONITATE_Light_c_M2 <=> 2-KETOGLUTARATE_Light_c_M2 + CIS-ACONITATE_Light_m_M2,,,,,1,-1000,1000,0,,,,
2KG_CIT_Dark_mc_M1,2KG_CIT_Dark_mc,2-KETOGLUTARATE_Dark_m_M1 + CIT_Dark_c_M1 <=> 2-KETOGLUTARATE_Dark_c_M1 + CIT_Dark_m_M1,,,,,1,-1000,1000,0,,,,
2KG_CIT_Dark_mc_M2,2KG_CIT_Dark_mc,2-KETOGLUTARATE_Dark_m_M2 + CIT_Dark_c_M2 <=> 2-KETOGLUTARATE_Dark_c_M2 + CIT_Dark_m_M2,,,,,1,-1000,1000,0,,,,
2KG_CIT_Light_mc_M1,2KG_CIT_Light_mc,2-KETOGLUTARATE_Light_m_M1 + CIT_Light_c_M1 <=> 2-KETOGLUTARATE_Light_c_M1 + CIT_Light_m_M1,,,,,1,-1000,1000,0,,,,
2KG_CIT_Light_mc_M2,2KG_CIT_Light_mc,2-KETOGLUTARATE_Light_m_M2 + CIT_Light_c_M2 <=> 2-KETOGLUTARATE_Light_c_M2 + CIT_Light_m_M2,,,,,1,-1000,1000,0,,,,
2KG_ISOCITRATE_Dark_mc_M1,2KG_ISOCITRATE_Dark_mc,2-KETOGLUTARATE_Dark_m_M1 + THREO-DS-ISO-CITRATE_Dark_c_M1 <=> 2-KETOGLUTARATE_Dark_c_M1 + THREO-DS-ISO-CITRATE_Dark_m_M1,,,,,1,-1000,1000,0,,,,
2KG_ISOCITRATE_Dark_mc_M2,2KG_ISOCITRATE_Dark_mc,2-KETOGLUTARATE_Dark_m_M2 + THREO-DS-ISO-CITRATE_Dark_c_M2 <=> 2-KETOGLUTARATE_Dark_c_M2 + THREO-DS-ISO-CITRATE_Dark_m_M2,,,,,1,-1000,1000,0,,,,
2KG_ISOCITRATE_Light_mc_M1,2KG_ISOCITRATE_Light_mc,2-KETOGLUTARATE_Light_m_M1 + THREO-DS-ISO-CITRATE_Light_c_M1 <=> 2-KETOGLUTARATE_Light_c_M1 + THREO-DS-ISO-CITRATE_Light_m_M1,,,,,1,-1000,1000,0,,,,
2KG_ISOCITRATE_Light_mc_M2,2KG_ISOCITRATE_Light_mc,2-KETOGLUTARATE_Light_m_M2 + THREO-DS-ISO-CITRATE_Light_c_M2 <=> 2-KETOGLUTARATE_Light_c_M2 + THREO-DS-ISO-CITRATE_Light_m_M2,,,,,1,-1000,1000,0,,,,
2KG_MAL_Dark_mc_M1,2KG_MAL_Dark_mc,2-KETOGLUTARATE_Dark_m_M1 + MAL_Dark_c_M1 <=> 2-KETOGLUTARATE_Dark_c_M1 + MAL_Dark_m_M1,,,,,1,-1000,1000,0,,,,
2KG_MAL_Dark_mc_M2,2KG_MAL_Dark_mc,2-KETOGLUTARATE_Dark_m_M2 + MAL_Dark_c_M2 <=> 2-KETOGLUTARATE_Dark_c_M2 + MAL_Dark_m_M2,,,,,1,-1000,1000,0,,,,
2KG_MAL_Dark_pc_M1,2KG_MAL_Dark_pc,2-KETOGLUTARATE_Dark_p_M1 + MAL_Dark_c_M1 <=> 2-KETOGLUTARATE_Dark_c_M1 + MAL_Dark_p_M1,,,,,1,-1000,1000,0,,,,
2KG_MAL_Dark_pc_M2,2KG_MAL_Dark_pc,2-KETOGLUTARATE_Dark_p_M2 + MAL_Dark_c_M2 <=> 2-KETOGLUTARATE_Dark_c_M2 + MAL_Dark_p_M2,,,,,1,-1000,1000,0,,,,
2KG_MAL_Light_mc_M1,2KG_MAL_Light_mc,2-KETOGLUTARATE_Light_m_M1 + MAL_Light_c_M1 <=> 2-KETOGLUTARATE_Light_c_M1 + MAL_Light_m_M1,,,,,1,-1000,1000,0,,,,
2KG_MAL_Light_mc_M2,2KG_MAL_Light_mc,2-KETOGLUTARATE_Light_m_M2 + MAL_Light_c_M2 <=> 2-KETOGLUTARATE_Light_c_M2 + MAL_Light_m_M2,,,,,1,-1000,1000,0,,,,
2KG_MAL_Light_pc_M1,2KG_MAL_Light_pc,2-KETOGLUTARATE_Light_p_M1 + MAL_Light_c_M1 <=> 2-KETOGLUTARATE_Light_c_M1 + MAL_Light_p_M1,,,,,1,-1000,1000,0,,,,
2KG_MAL_Light_pc_M2,2KG_MAL_Light_pc,2-KETOGLUTARATE_Light_p_M2 + MAL_Light_c_M2 <=> 2-KETOGLUTARATE_Light_c_M2 + MAL_Light_p_M2,,,,,1,-1000,1000,0,,,,
2KG_OAA_Dark_mc_M1,2KG_OAA_Dark_mc,2-KETOGLUTARATE_Dark_m_M1 + OXALACETIC_ACID_Dark_c_M1 <=> 2-KETOGLUTARATE_Dark_c_M1 + OXALACETIC_ACID_Dark_m_M1,,,,,1,-1000,1000,0,,,,
2KG_OAA_Dark_mc_M2,2KG_OAA_Dark_mc,2-KETOGLUTARATE_Dark_m_M2 + OXALACETIC_ACID_Dark_c_M2 <=> 2-KETOGLUTARATE_Dark_c_M2 + OXALACETIC_ACID_Dark_m_M2,,,,,1,-1000,1000,0,,,,
2KG_OAA_Light_mc_M1,2KG_OAA_Light_mc,2-KETOGLUTARATE_Light_m_M1 + OXALACETIC_ACID_Light_c_M1 <=> 2-KETOGLUTARATE_Light_c_M1 + OXALACETIC_ACID_Light_m_M1,,,,,1,-1000,1000,0,,,,
2KG_OAA_Light_mc_M2,2KG_OAA_Light_mc,2-KETOGLUTARATE_Light_m_M2 + OXALACETIC_ACID_Light_c_M2 <=> 2-KETOGLUTARATE_Light_c_M2 + OXALACETIC_ACID_Light_m_M2,,,,,1,-1000,1000,0,,,,
2KG_SUC_Dark_mc_M1,2KG_SUC_Dark_mc,2-KETOGLUTARATE_Dark_m_M1 + SUC_Dark_c_M1 <=> 2-KETOGLUTARATE_Dark_c_M1 + SUC_Dark_m_M1,,,,,1,-1000,1000,0,,,,
2KG_SUC_Dark_mc_M2,2KG_SUC_Dark_mc,2-KETOGLUTARATE_Dark_m_M2 + SUC_Dark_c_M2 <=> 2-KETOGLUTARATE_Dark_c_M2 + SUC_Dark_m_M2,,,,,1,-1000,1000,0,,,,
2KG_SUC_Light_mc_M1,2KG_SUC_Light_mc,2-KETOGLUTARATE_Light_m_M1 + SUC_Light_c_M1 <=> 2-KETOGLUTARATE_Light_c_M1 + SUC_Light_m_M1,,,,,1,-1000,1000,0,,,,
2KG_SUC_Light_mc_M2,2KG_SUC_Light_mc,2-KETOGLUTARATE_Light_m_M2 + SUC_Light_c_M2 <=> 2-KETOGLUTARATE_Light_c_M2 + SUC_Light_m_M2,,,,,1,-1000,1000,0,,,,
2OXOGLUTARATEDEH-RXN_Dark_m_M1,2OXOGLUTARATEDEH-RXN_Dark_m,2-KETOGLUTARATE_Dark_m_M1 + CO-A_Dark_m_M1 + NAD_Dark_m_M1 --> CARBON-DIOXIDE_Dark_m_M1 + NADH_Dark_m_M1 + SUC-COA_Dark_m_M1,,,,,0,0,1000,0,,,,
2OXOGLUTARATEDEH-RXN_Dark_m_M2,2OXOGLUTARATEDEH-RXN_Dark_m,2-KETOGLUTARATE_Dark_m_M2 + CO-A_Dark_m_M2 + NAD_Dark_m_M2 --> CARBON-DIOXIDE_Dark_m_M2 + NADH_Dark_m_M2 + SUC-COA_Dark_m_M2,,,,,0,0,1000,0,,,,
2OXOGLUTARATEDEH-RXN_Light_m_M1,2OXOGLUTARATEDEH-RXN_Light_m,2-KETOGLUTARATE_Light_m_M1 + CO-A_Light_m_M1 + NAD_Light_m_M1 --> CARBON-DIOXIDE_Light_m_M1 + NADH_Light_m_M1 + SUC-COA_Light_m_M1,,,,,0,0,1000,0,,,,
2OXOGLUTARATEDEH-RXN_Light_m_M2,2OXOGLUTARATEDEH-RXN_Light_m,2-KETOGLUTARATE_Light_m_M2 + CO-A_Light_m_M2 + NAD_Light_m_M2 --> CARBON-DIOXIDE_Light_m_M2 + NADH_Light_m_M2 + SUC-COA_Light_m_M2,,,,,0,0,1000,0,,,,
2PGADEHYDRAT-RXN_Dark_c_M1,2PGADEHYDRAT-RXN_Dark_c,2-PG_Dark_c_M1 <=> PHOSPHO-ENOL-PYRUVATE_Dark_c_M1,,,,,1,-1000,1000,0,,,,
2PGADEHYDRAT-RXN_Dark_c_M2,2PGADEHYDRAT-RXN_Dark_c,2-PG_Dark_c_M2 <=> PHOSPHO-ENOL-PYRUVATE_Dark_c_M2,,,,,1,-1000,1000,0,,,,
2PGADEHYDRAT-RXN_Dark_p_M1,2PGADEHYDRAT-RXN_Dark_p,2-PG_Dark_p_M1 <=> PHOSPHO-ENOL-PYRUVATE_Dark_p_M1,,,,,1,-1000,1000,0,,,,
2PGADEHYDRAT-RXN_Dark_p_M2,2PGADEHYDRAT-RXN_Dark_p,2-PG_Dark_p_M2 <=> PHOSPHO-ENOL-PYRUVATE_Dark_p_M2,,,,,1,-1000,1000,0,,,,
2PGADEHYDRAT-RXN_Light_c_M1,2PGADEHYDRAT-RXN_Light_c,2-PG_Light_c_M1 <=> PHOSPHO-ENOL-PYRUVATE_Light_c_M1,,,,,1,-1000,1000,0,,,,
2PGADEHYDRAT-RXN_Light_c_M2,2PGADEHYDRAT-RXN_Light_c,2-PG_Light_c_M2 <=> PHOSPHO-ENOL-PYRUVATE_Light_c_M2,,,,,1,-1000,1000,0,,,,
2PGADEHYDRAT-RXN_Light_p_M1,2PGADEHYDRAT-RXN_Light_p,2-PG_Light_p_M1 <=> PHOSPHO-ENOL-PYRUVATE_Light_p_M1,,,,,1,-1000,1000,0,,,,
2PGADEHYDRAT-RXN_Light_p_M2,2PGADEHYDRAT-RXN_Light_p,2-PG_Light_p_M2 <=> PHOSPHO-ENOL-PYRUVATE_Light_p_M2,,,,,1,-1000,1000,0,,,,
2TRANSKETO-RXN_Dark_p_M1,2TRANSKETO-RXN_Dark_p,ERYTHROSE-4P_Dark_p_M1 + XYLULOSE-5-PHOSPHATE_Dark_p_M1 <=> FRUCTOSE-6P_Dark_p_M1 + GAP_Dark_p_M1,,,,,1,-1000,1000,0,,,,
2TRANSKETO-RXN_Dark_p_M2,2TRANSKETO-RXN_Dark_p,ERYTHROSE-4P_Dark_p_M2 + XYLULOSE-5-PHOSPHATE_Dark_p_M2 <=> FRUCTOSE-6P_Dark_p_M2 + GAP_Dark_p_M2,,,,,1,-1000,1000,0,,,,
